date,city,temperature (C)
2023-03-11,Austin,30.2
,Austin,27.3
,,31.0
2023-08-06,San Diego,9.4
2023-10-07,Phoenix,16.2
2023-08-02,New York,26.0
2023-07-03,Austin,10.3
2023-03-31,Seattle,6.4
2023-05-02,Austin,28.4
2023-09-07,Seattle,
,New York,3.0
2023-07-08,New York,6.2
2023-11-30,Austin,15.4
2023-09-09,San Diego,6.2
,Seattle,23.5
2023-05-13,San Diego,31.0
2023-07-26,Seattle,9.1
2023-08-14,Phoenix,
2023-02-26,Phoenix,18.1
2023-02-25,New York,16.1
2023-10-31,,11.0
2023-07-21,Austin,39.2
2023-03-06,Phoenix,13.6
2023-09-02,San Diego,21.1
2023-07-06,New York,39.3
2023-07-28,Austin,10.9
2023-06-02,Phoenix,16.6
2023-07-18,San Diego,31.5
2023-12-05,New York,8.6
2023-04-12,Phoenix,36.1
2023-05-06,Austin,4.3
2023-12-29,San Diego,1.6
2023-12-26,Austin,34.2
,New York,11.5
2023-11-25,San Diego,33.6
2023-12-21,Phoenix,8.7
2023-02-26,Seattle,14.0
2023-01-13,Austin,
2023-01-09,Seattle,9.2
,Seattle,19.0
,Phoenix,7.7
2023-07-23,New York,18.9
2023-01-20,Phoenix,15.3
2023-05-07,Austin,24.7
2023-06-08,Phoenix,13.5
2023-04-30,Phoenix,19.6
2023-04-27,San Diego,25.1
2023-07-17,New York,25.4
2023-03-25,New York,8.2
2023-06-04,San Diego,17.6
2023-11-18,New York,8.1
,San Diego,19.4
2023-10-29,San Diego,29.6
2023-08-05,Phoenix,21.8
,San Diego,11.9
2023-07-02,New York,
2023-02-15,Seattle,24.1
2023-12-13,Phoenix,18.5
2023-06-09,Phoenix,6.5
2023-10-25,San Diego,15.9
2023-08-05,New York,10.9
2023-10-17,San Diego,9.2
,Phoenix,28.2
2023-10-10,Austin,39.9
2023-09-07,Seattle,21.5
2023-05-10,New York,1.9
2023-08-19,San Diego,0.6
2023-02-05,,22.8
2023-08-22,San Diego,7.1
,Austin,11.1
2023-10-28,Phoenix,16.7
2023-04-27,San Diego,1.8
,Seattle,37.2
2023-06-26,Seattle,37.7
2023-07-19,San Diego,19.3
,Phoenix,2.3
2023-06-27,Austin,19.7
2023-05-30,New York,
2023-01-03,Phoenix,35.3
2023-08-02,Seattle,33.9
2023-08-21,Phoenix,
2023-04-02,Phoenix,
,Phoenix,37.3
2023-12-02,Seattle,9.6
2023-01-25,San Diego,2.9
2023-12-28,Austin,30.3
2023-05-29,San Diego,
2023-01-19,Phoenix,23.6
2023-01-27,Seattle,18.0
2023-01-15,Phoenix,10.3
2023-11-19,,22.9
2023-04-09,,
2023-06-13,San Diego,38.9
2023-01-20,San Diego,34.6
2023-09-12,San Diego,25.7
2023-08-20,,1.6
2023-08-12,Seattle,
2023-10-22,Austin,
2023-12-18,Seattle,4.7
2023-10-05,San Diego,17.0
2023-02-02,,30.2
2023-12-22,Seattle,31.0
,Austin,23.0
2023-12-31,Seattle,
2023-05-31,San Diego,11.2
2023-08-17,New York,33.1
2023-06-17,Seattle,15.6
2023-04-13,New York,29.1
2023-07-10,New York,13.0
2023-12-14,New York,14.7
2023-07-07,Austin,31.4
2023-11-07,Phoenix,36.5
2023-01-14,San Diego,24.5
2023-01-26,Phoenix,21.3
2023-10-12,San Diego,2.1
2023-09-22,Austin,3.5
2023-11-21,Seattle,28.6
2023-11-06,San Diego,
2023-07-25,San Diego,18.9
2023-03-06,Austin,21.3
2023-03-15,Austin,32.5
2023-05-01,San Diego,34.1
2023-12-01,San Diego,
2023-09-20,,8.9
2023-09-13,San Diego,1.0
2023-09-18,Seattle,26.7
2023-09-18,,37.5
2023-01-13,Seattle,38.2
2023-11-16,Phoenix,28.3
2023-12-06,Seattle,25.3
2023-07-11,Seattle,16.1
,San Diego,10.7
2023-10-04,Austin,12.8
2023-02-22,San Diego,
2023-03-24,Seattle,34.3
2023-02-24,Austin,5.5
2023-07-09,Seattle,7.2
2023-04-05,Phoenix,7.4
2023-05-22,New York,4.5
2023-07-02,Seattle,26.8
,San Diego,34.4
2023-03-10,New York,39.9
2023-05-15,Austin,12.5
2023-09-17,Austin,36.4
2023-09-21,San Diego,29.4
2023-02-25,Phoenix,6.2
2023-01-16,New York,27.0
2023-08-03,,0.3
2023-11-08,Seattle,38.4
2023-05-14,Seattle,15.2
2023-04-19,New York,17.0
2023-01-29,New York,35.7
2023-12-25,Seattle,8.8
2023-02-09,Austin,30.5
2023-03-09,New York,10.4
2023-04-29,Seattle,6.2
2023-06-21,,22.8
2023-09-10,Seattle,18.5
2023-02-07,Phoenix,16.3
2023-05-07,Seattle,19.7
2023-07-22,,31.6
2023-04-06,New York,10.3
2023-12-03,Austin,10.9
2023-11-09,,34.8
2023-06-02,Phoenix,11.7
2023-05-28,Phoenix,29.9
2023-04-03,,
,San Diego,18.5
,Phoenix,38.1
2023-12-29,New York,35.2
,New York,31.3
2023-03-12,Austin,2.1
2023-05-21,San Diego,
,,1.8
2023-11-14,San Diego,31.9
2023-03-20,New York,
2023-12-05,,
2023-09-26,Seattle,0.2
2023-08-24,Phoenix,0.9
2023-03-25,New York,0.0
2023-01-08,Phoenix,0.6
2023-01-13,New York,39.0
2023-03-15,Phoenix,
2023-07-25,Austin,
2023-04-29,,19.9
2023-03-01,San Diego,14.9
,Austin,
2023-03-29,Austin,
2023-08-07,Phoenix,28.9
2023-08-07,Austin,22.3
2023-02-23,Phoenix,14.4
2023-02-18,Austin,17.0
2023-11-28,New York,2.6
2023-05-02,New York,
2023-11-05,New York,18.5
,New York,20.6
,Phoenix,11.7
2023-02-28,Seattle,11.8
2023-07-10,San Diego,4.6
2023-08-01,Seattle,22.7
2023-10-25,Phoenix,4.8
2023-05-12,Seattle,39.1
2023-09-18,San Diego,25.8
2023-04-04,San Diego,37.3
2023-02-16,Seattle,30.2
,Phoenix,31.0
2023-07-13,New York,26.6
2023-04-16,Seattle,37.0
2023-08-19,San Diego,38.3
2023-03-29,Seattle,28.2
2023-05-28,Seattle,1.2
2023-04-25,Austin,4.6
2023-03-05,Austin,7.4
,Phoenix,17.8
2023-04-26,,16.6
2023-04-14,Seattle,19.6
2023-10-31,Phoenix,
2023-03-26,New York,4.9
2023-06-01,Phoenix,21.5
2023-07-10,Phoenix,12.8
2023-02-20,Phoenix,11.9
2023-03-22,Seattle,30.5
2023-05-23,Austin,
2023-07-02,Austin,19.5
2023-10-03,Phoenix,26.6
,San Diego,33.0
2023-04-12,Seattle,36.1
2023-08-24,New York,25.1
2023-05-06,Austin,24.5
2023-04-16,Austin,32.7
2023-08-25,Austin,29.1
2023-07-21,,18.7
2023-06-01,Phoenix,7.9
2023-01-14,New York,6.8
2023-08-12,,29.2
2023-01-29,Phoenix,5.9
2023-04-15,San Diego,9.6
2023-06-17,Phoenix,22.9
2023-03-13,Austin,13.8
2023-07-08,San Diego,8.5
2023-05-11,San Diego,33.8
2023-07-09,San Diego,13.8
2023-09-19,Seattle,
2023-02-09,San Diego,21.3
2023-02-03,San Diego,10.9
2023-04-22,Phoenix,11.3
2023-12-03,Austin,4.3
2023-11-25,New York,34.0
,Seattle,13.7
2023-09-01,Phoenix,34.6
,Austin,39.9
2023-01-15,Phoenix,21.3
2023-09-20,Seattle,31.5
,San Diego,11.4
2023-03-27,Seattle,2.3
2023-07-16,Austin,2.1
,Austin,36.5
2023-09-20,San Diego,0.8
2023-11-29,Seattle,12.6
2023-10-28,New York,7.8
2023-08-10,Seattle,37.0
2023-09-18,Seattle,6.4
2023-10-23,New York,10.7
2023-04-09,Austin,24.1
2023-04-28,San Diego,11.7
2023-03-13,,11.9
2023-08-01,,
2023-05-09,New York,17.2
2023-12-26,San Diego,5.5
2023-04-07,New York,20.6
2023-05-30,Seattle,34.5
2023-11-26,,15.5
2023-05-18,San Diego,32.6
2023-06-15,San Diego,37.6
2023-10-29,Austin,
2023-04-27,Phoenix,
2023-06-03,San Diego,32.9
2023-06-01,Austin,5.8
2023-11-12,Austin,35.8
2023-05-08,San Diego,34.7
2023-09-25,San Diego,21.3
,San Diego,39.8
2023-04-19,Seattle,15.9
2023-09-16,,10.4
2023-10-24,Phoenix,26.1
2023-01-13,New York,16.7
,Seattle,35.6
2023-04-02,San Diego,26.9
2023-07-31,New York,15.2
2023-03-29,Austin,37.9
2023-07-21,Phoenix,14.6
2023-05-03,Austin,34.8
2023-03-14,Phoenix,24.3
,Seattle,32.0
2023-04-06,Phoenix,19.4
2023-06-07,Seattle,38.5
2023-05-22,Austin,12.5
2023-05-15,San Diego,33.5
2023-05-19,Austin,39.8
2023-02-03,New York,21.6
2023-01-17,Austin,25.4
,Seattle,25.3
2023-06-30,Phoenix,32.4
2023-09-05,San Diego,13.8
2023-06-04,New York,3.4
2023-01-31,New York,11.2
2023-12-16,Seattle,22.0
2023-01-07,New York,7.9
2023-06-01,Phoenix,
2023-05-30,San Diego,14.4
2023-08-31,San Diego,13.3
2023-06-01,San Diego,35.8
2023-03-23,Austin,
2023-07-29,New York,14.4
2023-12-01,Phoenix,29.8
2023-11-26,Phoenix,39.5
2023-07-10,,
2023-09-13,New York,12.8
2023-10-15,Phoenix,25.3
2023-09-04,New York,14.3
,,8.2
,Phoenix,
2023-10-05,New York,33.6
,Austin,21.3
2023-03-04,New York,14.7
2023-05-09,Seattle,33.2
2023-01-03,San Diego,19.2
2023-03-30,Phoenix,26.0
,,2.9
2023-08-01,Phoenix,15.1
2023-02-13,New York,20.0
2023-02-10,,32.2
,Phoenix,38.8
,Phoenix,22.9
2023-09-06,New York,
2023-10-10,Phoenix,16.4
2023-08-14,Seattle,
2023-07-24,Phoenix,31.8
2023-07-15,,7.4
2023-06-08,Seattle,0.3
2023-03-03,Phoenix,6.3
2023-10-31,Phoenix,16.5
2023-05-20,Austin,0.5
2023-12-29,Seattle,8.0
2023-05-24,Austin,0.3
2023-10-30,Austin,16.8
2023-12-26,New York,38.1
2023-05-29,San Diego,13.2
2023-08-05,Seattle,
,New York,8.3
2023-10-17,New York,33.3
,Austin,17.5
,,8.3
,San Diego,2.6
2023-01-24,Phoenix,33.2
,Phoenix,18.6
2023-10-30,,19.2
,Seattle,15.8
2023-08-02,New York,23.2
2023-11-04,New York,35.6
2023-04-29,,1.6
2023-04-19,,32.7
2023-11-24,Phoenix,19.1
,Seattle,36.5
2023-02-20,Seattle,25.1
,,16.3
2023-12-06,Phoenix,27.8
2023-08-14,,
2023-11-21,Austin,1.2
2023-09-22,Austin,19.6
2023-02-22,Austin,34.4
2023-12-06,Seattle,23.1
2023-03-08,Phoenix,35.1
,Austin,13.0
2023-06-10,Austin,23.1
2023-06-02,Phoenix,5.3
,San Diego,14.6
2023-01-11,Seattle,
2023-07-19,San Diego,22.8
2023-03-04,Phoenix,21.1
2023-11-27,Phoenix,32.0
2023-06-16,Phoenix,14.4
2023-09-09,San Diego,11.3
2023-01-18,Austin,
2023-07-13,Seattle,30.6
2023-07-18,Seattle,18.6
2023-11-02,Austin,10.5
2023-04-26,Phoenix,32.4
2023-09-26,Seattle,37.1
2023-01-27,New York,17.3
2023-10-23,San Diego,37.6
2023-12-24,Seattle,17.8
2023-03-11,Seattle,19.4
2023-04-15,New York,35.3
2023-12-10,Austin,20.2
2023-10-28,New York,
2023-06-07,Seattle,29.7
2023-12-11,New York,25.0
2023-05-07,New York,12.8
2023-10-26,Austin,
2023-08-15,Phoenix,37.9
2023-06-22,Seattle,15.8
2023-08-19,New York,29.2
2023-04-01,San Diego,6.1
2023-04-12,Seattle,16.6
2023-07-27,Phoenix,25.0
2023-02-26,Seattle,21.0
,Phoenix,38.6
2023-04-21,Seattle,9.2
2023-10-24,San Diego,18.8
2023-01-07,New York,17.5
2023-04-05,San Diego,
2023-07-27,Seattle,1.1
2023-10-14,Seattle,36.9
2023-04-08,San Diego,31.0
2023-11-06,Phoenix,17.1
2023-02-06,Phoenix,25.5
2023-09-15,New York,3.9
2023-11-11,Austin,
2023-02-27,Austin,18.8
2023-12-30,,34.5
2023-03-28,San Diego,9.9
,San Diego,22.2
2023-04-28,Seattle,36.6
2023-08-01,Seattle,27.3
2023-10-21,Seattle,37.2
,Austin,29.4
2023-05-08,New York,33.7
2023-04-23,Phoenix,28.9
2023-09-10,Austin,35.2
2023-11-26,Phoenix,3.8
2023-10-03,San Diego,22.7
2023-06-06,New York,4.9
2023-03-12,Seattle,31.5
2023-12-07,Seattle,15.2
2023-11-27,Phoenix,25.4
2023-09-18,Austin,8.9
2023-01-28,Seattle,38.2
2023-08-12,Phoenix,37.0
,Phoenix,18.2
2023-07-16,Seattle,24.9
2023-07-03,Austin,18.5
2023-04-16,,37.8
2023-08-29,,17.9
2023-06-28,Austin,5.6
2023-01-25,New York,1.0
2023-09-19,Seattle,18.2
2023-03-18,New York,25.1
2023-08-21,San Diego,0.4
2023-08-01,Seattle,9.9
2023-09-27,Austin,15.3
2023-05-14,Seattle,6.7
2023-05-12,Phoenix,16.6
2023-10-25,,34.9
,San Diego,17.7
2023-11-23,Austin,3.6
2023-09-12,Seattle,26.8
2023-02-21,Phoenix,11.1
2023-08-17,Austin,19.2
2023-07-05,Phoenix,18.0
2023-01-13,San Diego,24.3
2023-10-03,Phoenix,20.6
2023-09-07,New York,34.9
2023-06-15,,35.6
2023-05-05,San Diego,3.5
2023-04-11,Phoenix,26.1
2023-11-06,New York,
2023-01-31,,6.9
2023-02-16,,17.2
2023-02-05,Phoenix,20.8
2023-12-21,San Diego,5.0
2023-07-21,Phoenix,36.8
2023-05-01,New York,21.8
2023-06-16,Austin,
2023-04-27,Austin,25.7
2023-04-13,San Diego,12.8
2023-06-05,Seattle,11.6
2023-08-16,Phoenix,23.1
2023-11-01,San Diego,1.0
2023-11-12,San Diego,13.3
2023-10-31,Austin,37.8
2023-04-12,,
2023-11-26,Austin,2.7
2023-06-28,Austin,28.0
2023-10-06,,11.7
2023-05-21,Seattle,27.4
,Phoenix,38.5
2023-06-27,,33.8
2023-07-24,Austin,13.7
2023-11-26,Austin,36.6
,Seattle,10.7
2023-08-08,New York,18.7
2023-12-10,,31.5
2023-10-06,Phoenix,17.8
2023-04-27,Seattle,32.3
2023-12-31,San Diego,
2023-10-30,New York,7.0
2023-11-16,Seattle,28.8
2023-11-13,New York,34.5
2023-03-09,Austin,7.0
2023-12-24,Phoenix,24.5
2023-04-15,San Diego,26.2
2023-09-30,San Diego,10.1
,Phoenix,6.3
2023-07-11,San Diego,11.9
2023-04-12,,6.0
2023-12-01,Seattle,37.9
2023-09-27,,30.8
,New York,24.8
,,29.3
2023-11-19,Austin,23.4
2023-04-28,New York,22.4
2023-08-10,San Diego,8.5
2023-04-25,Phoenix,9.0
2023-12-21,San Diego,19.9
2023-10-24,San Diego,26.5
,Phoenix,8.9
,Phoenix,4.8
2023-01-26,San Diego,14.7
2023-01-01,Phoenix,
2023-09-18,New York,15.4
2023-08-29,,12.3
2023-12-22,New York,25.5
2023-09-25,Seattle,8.3
2023-07-07,,9.2
2023-08-10,New York,0.7
2023-07-13,San Diego,21.1
2023-11-25,San Diego,1.2
2023-06-04,Seattle,37.8
2023-08-02,New York,17.9
2023-01-24,Austin,15.0
2023-01-27,,2.3
2023-09-28,,26.9
2023-12-13,Seattle,21.3
2023-10-08,Phoenix,21.2
2023-01-17,Austin,35.6
2023-09-16,New York,30.1
2023-05-22,San Diego,24.1
2023-08-04,New York,15.4
2023-07-06,Austin,10.9
2023-06-10,Phoenix,25.9
2023-09-18,San Diego,7.7
2023-10-20,Seattle,22.6
2023-04-07,San Diego,25.0
2023-03-13,New York,20.0
2023-02-02,San Diego,14.1
2023-04-24,New York,
2023-06-30,San Diego,29.9
2023-10-13,San Diego,34.0
2023-03-23,New York,16.7
2023-03-22,,31.2
,Seattle,27.9
2023-09-02,Seattle,14.4
2023-11-23,Austin,13.8
2023-12-30,Phoenix,37.2
2023-11-10,Austin,2.2
2023-08-31,Austin,23.2
2023-09-04,Phoenix,35.0
2023-10-08,Phoenix,33.4
2023-06-28,Phoenix,26.0
,Seattle,26.7
2023-02-02,San Diego,33.7
2023-07-23,Seattle,16.2
2023-08-02,New York,33.6
,Austin,28.6
2023-01-30,New York,30.0
2023-09-06,,
2023-07-01,Phoenix,
2023-04-13,New York,31.6
2023-07-12,San Diego,6.6
2023-04-06,Phoenix,38.2
2023-04-13,Phoenix,5.1
2023-06-14,San Diego,18.1
2023-11-30,San Diego,26.4
2023-09-11,Phoenix,39.9
2023-04-25,,28.2
,Seattle,21.8
,San Diego,
2023-11-16,Austin,
2023-07-10,San Diego,9.1
2023-05-14,San Diego,2.6
2023-07-30,Seattle,
2023-06-03,Austin,7.5
2023-05-18,Seattle,30.8
2023-01-07,Austin,5.3
2023-01-18,Seattle,5.7
2023-05-12,San Diego,2.2
2023-10-21,San Diego,29.9
2023-03-20,Seattle,30.6
,Austin,19.4
2023-03-01,San Diego,28.6
2023-06-04,New York,7.0
2023-02-27,,
2023-11-01,New York,2.2
2023-08-19,San Diego,0.5
,Phoenix,31.8
2023-02-20,Austin,
2023-07-16,San Diego,2.5
2023-11-14,San Diego,2.8
2023-05-16,New York,
2023-01-03,Phoenix,22.6
2023-05-23,Austin,30.1
2023-08-15,,24.6
2023-07-16,,13.6
2023-06-21,Austin,38.8
,New York,31.8
2023-12-18,Seattle,1.5
2023-05-29,New York,39.4
2023-08-31,Seattle,28.7
2023-07-30,Phoenix,16.5
2023-05-08,San Diego,18.5
2023-09-07,San Diego,29.5
,Phoenix,2.4
2023-09-29,,21.1
2023-05-12,San Diego,16.9
2023-09-24,Phoenix,9.9
2023-07-02,San Diego,29.6
2023-07-05,New York,35.3
2023-05-13,Seattle,26.7
2023-12-20,Seattle,22.3
2023-01-25,San Diego,33.9
2023-06-23,Seattle,1.2
2023-02-24,New York,37.9
2023-12-22,Seattle,1.5
2023-02-10,,30.9
2023-06-13,Phoenix,22.3
2023-08-09,San Diego,8.4
2023-06-27,San Diego,19.8
2023-01-17,Austin,10.2
2023-12-15,Seattle,35.8
2023-02-17,,10.4
,Phoenix,1.4
2023-01-27,Austin,0.7
2023-09-08,New York,27.2
2023-05-05,New York,22.3
,San Diego,33.9
2023-05-19,Seattle,25.0
2023-12-26,San Diego,29.1
2023-07-31,Seattle,10.9
2023-10-29,Seattle,16.3
2023-10-06,Phoenix,4.9
,Seattle,9.2
2023-10-09,Austin,4.0
,Austin,3.8
2023-01-02,San Diego,13.8
2023-12-20,Seattle,4.0
2023-04-22,Phoenix,37.1
2023-01-10,Austin,13.6
2023-05-04,,32.0
2023-08-09,San Diego,6.2
2023-12-10,Austin,10.4
2023-12-23,Austin,39.8
2023-09-30,Phoenix,5.7
2023-10-21,Seattle,16.3
2023-06-04,Seattle,17.7
2023-11-28,,7.1
2023-11-08,Seattle,26.9
2023-04-21,Austin,28.6
2023-04-29,,13.4
,Seattle,11.6
2023-12-12,Austin,21.4
2023-04-17,Austin,35.1
2023-07-05,Seattle,33.4
2023-03-16,Seattle,30.1
2023-04-19,Austin,6.2
2023-11-19,,17.7
2023-09-22,New York,38.5
2023-03-17,Seattle,0.4
2023-07-14,San Diego,2.5
2023-12-03,Austin,39.5
2023-10-08,,18.5
2023-08-05,Austin,
2023-02-18,New York,
2023-06-14,Austin,28.3
2023-10-31,San Diego,18.4
2023-07-15,Phoenix,16.7
,New York,16.3
,Seattle,8.8
2023-07-07,,2.5
2023-12-15,Phoenix,31.1
2023-11-03,Phoenix,36.5
2023-04-15,Seattle,8.0
,Austin,16.3
2023-08-10,Austin,9.7
2023-11-03,Phoenix,15.3
,New York,13.9
2023-12-13,San Diego,7.3
2023-12-10,Austin,4.6
2023-07-30,San Diego,22.3
2023-02-01,Austin,33.3
2023-12-17,Seattle,10.5
2023-03-15,Austin,
2023-01-02,,2.6
2023-09-06,,15.7
,,4.8
2023-10-15,Austin,23.3
2023-11-28,New York,5.4
2023-04-22,San Diego,26.0
2023-08-10,San Diego,37.5
2023-03-09,Seattle,
2023-08-05,San Diego,13.2
2023-08-25,San Diego,0.8
2023-03-31,Seattle,39.7
2023-08-05,,9.4
2023-11-05,San Diego,
2023-01-22,Seattle,24.3
2023-05-28,New York,7.6
2023-11-09,Austin,12.9
2023-12-27,Phoenix,39.3
2023-09-03,New York,22.6
2023-07-05,Austin,22.7
2023-01-31,Austin,30.6
2023-06-03,New York,12.3
2023-12-28,San Diego,3.2
2023-07-01,San Diego,5.9
2023-12-15,San Diego,10.3
2023-06-20,San Diego,1.0
2023-04-14,,16.6
2023-05-06,,11.8
2023-09-09,Austin,21.1
2023-06-14,,5.3
2023-08-02,Austin,25.5
2023-09-17,Phoenix,22.9
,Seattle,14.6
2023-12-29,,24.6
2023-10-07,Phoenix,23.9
2023-10-11,Seattle,35.6
2023-09-11,Seattle,12.1
2023-04-22,,6.0
2023-09-18,New York,26.1
2023-11-22,Seattle,4.1
2023-01-11,Austin,32.7
2023-08-09,San Diego,16.0
2023-06-15,New York,37.1
2023-08-31,New York,34.4
2023-10-08,Phoenix,17.5
2023-04-19,Phoenix,23.4
2023-11-28,Seattle,
2023-12-14,New York,8.4
2023-11-05,Phoenix,32.2
2023-12-22,Phoenix,32.4
2023-05-29,New York,29.2
2023-03-12,Austin,31.7
2023-10-28,,37.8
2023-10-03,Seattle,17.0
2023-08-28,Austin,26.0
2023-08-15,Seattle,11.3
2023-05-12,San Diego,16.4
,San Diego,
2023-11-24,Phoenix,35.7
2023-11-19,New York,32.4
2023-09-08,San Diego,7.0
2023-10-30,Phoenix,0.3
2023-02-13,Phoenix,13.7
2023-04-26,,34.6
2023-07-10,San Diego,22.5
2023-01-08,Phoenix,30.7
2023-09-08,Seattle,17.8
2023-07-31,Austin,18.8
2023-03-11,Seattle,39.9
,Austin,17.6
2023-11-26,Seattle,28.7
2023-05-21,Seattle,7.7
2023-01-09,New York,6.7
2023-06-08,Phoenix,20.5
2023-02-27,,25.8
2023-08-09,New York,20.9
,Seattle,34.9
,New York,34.7
2023-07-09,Seattle,14.6
,Seattle,34.2
2023-03-11,New York,37.3
,New York,14.5
2023-05-14,Phoenix,8.4
2023-08-30,Austin,2.4
,New York,18.8
2023-05-22,Austin,25.3
2023-02-20,Austin,2.1
2023-03-04,New York,
2023-02-23,Seattle,31.3
2023-12-10,,34.2
2023-06-15,Phoenix,12.8
2023-08-27,Seattle,11.8
2023-04-11,Phoenix,23.7
,New York,39.7
2023-06-07,Austin,26.6
2023-12-24,New York,21.8
2023-12-16,Austin,9.3
2023-09-17,New York,33.9
2023-04-29,Austin,10.6
2023-03-18,New York,5.8
2023-01-16,,19.2
2023-02-10,Seattle,
2023-02-07,Phoenix,25.5
2023-01-01,Phoenix,20.2
2023-04-15,,37.3
2023-06-09,Austin,2.9
2023-12-17,Austin,21.8
2023-05-20,San Diego,
2023-11-10,Seattle,4.8
2023-04-21,New York,23.3
2023-02-06,San Diego,15.6
2023-08-23,,21.4
2023-09-27,San Diego,33.7
2023-11-27,New York,19.4
2023-10-22,San Diego,0.6
2023-08-20,Seattle,16.8
2023-03-30,Austin,0.9
2023-12-24,New York,2.5
2023-12-29,Seattle,12.0
2023-09-20,Austin,4.1
2023-06-03,Austin,10.3
2023-12-16,New York,31.1
,,1.4
2023-07-18,Seattle,13.0
2023-10-06,Austin,
2023-04-15,Austin,6.6
2023-02-10,Austin,14.0
2023-12-09,San Diego,33.9
2023-12-28,Austin,10.6
2023-09-21,San Diego,2.1
2023-12-18,Seattle,31.6
2023-01-22,Phoenix,11.4
2023-02-21,Phoenix,12.8
2023-04-26,Seattle,19.5
2023-09-04,Phoenix,19.2
2023-01-01,New York,31.7
,Phoenix,26.6
2023-10-01,San Diego,1.5
2023-09-30,Seattle,18.5
2023-06-04,,39.8
2023-11-29,Phoenix,10.3
2023-12-26,San Diego,12.3
2023-03-03,Austin,10.6
2023-07-21,San Diego,18.2
2023-10-03,Seattle,5.1
2023-05-06,San Diego,36.3
2023-12-08,New York,37.2
2023-06-11,New York,
2023-11-07,Seattle,23.3
2023-07-24,Seattle,23.6
2023-05-27,Phoenix,2.3
2023-10-07,Seattle,35.7
2023-03-08,New York,38.1
2023-01-22,New York,
2023-03-11,Phoenix,26.1
2023-11-19,Austin,33.3
2023-07-22,Phoenix,29.1
2023-10-13,,33.4
2023-05-25,Phoenix,18.8
2023-10-14,,0.5
2023-11-28,New York,16.1
2023-01-16,Seattle,12.6
2023-05-05,Austin,28.5
2023-02-24,Phoenix,20.4
2023-11-02,New York,20.3
2023-03-02,Seattle,27.6
2023-11-17,Phoenix,26.2
2023-02-13,Austin,20.3
2023-04-06,Austin,22.8
2023-10-26,Austin,5.4
2023-03-24,Seattle,5.7
2023-06-25,New York,28.4
2023-08-30,Phoenix,16.4
2023-04-20,Austin,21.4
,Seattle,17.6
,New York,8.8
2023-03-13,San Diego,19.5
2023-05-09,,7.7
2023-09-22,Seattle,27.3
2023-04-30,San Diego,17.5
,Austin,16.8
2023-03-03,New York,21.4
,New York,19.2
2023-08-31,Phoenix,33.7
2023-11-02,Austin,26.1
,Phoenix,34.3
2023-02-09,Phoenix,3.7
2023-02-03,Seattle,29.9
2023-07-28,Phoenix,37.8
,Seattle,
2023-10-01,Seattle,27.9
2023-05-17,Phoenix,6.4
2023-01-09,New York,2.4
2023-01-31,Austin,28.4
,Seattle,14.9
2023-09-27,Seattle,22.5
2023-03-10,Seattle,39.7
,San Diego,5.9
2023-09-09,,12.6
2023-01-28,Austin,4.1
,San Diego,
2023-01-06,Phoenix,32.5
2023-03-16,Austin,0.2
2023-10-29,San Diego,37.5
2023-01-04,New York,15.6
2023-12-20,Austin,26.7
2023-09-10,Phoenix,22.3
2023-01-18,Seattle,32.0
2023-03-02,Phoenix,3.5
2023-01-01,Phoenix,39.2
,New York,15.0
2023-01-06,Austin,19.4
2023-04-09,Seattle,37.7
2023-09-24,Austin,31.8
2023-07-12,Seattle,29.9
2023-01-21,Austin,23.8
2023-01-11,Phoenix,2.7
2023-07-27,Austin,20.1
,Phoenix,9.9
2023-12-07,San Diego,28.2
2023-08-26,Seattle,1.0
2023-01-08,New York,34.5
2023-02-03,Seattle,29.7
2023-04-19,New York,2.5
2023-10-03,Austin,20.9
2023-11-19,New York,21.7
,San Diego,20.2
2023-01-06,San Diego,15.4
2023-10-31,Seattle,
2023-03-05,New York,16.2
,New York,18.7
2023-01-22,Seattle,36.7
2023-10-03,New York,29.1
2023-04-05,Phoenix,11.0
2023-03-07,Seattle,14.5
,Seattle,8.1
2023-09-20,Phoenix,39.3
2023-08-19,New York,28.8
2023-08-19,New York,
2023-12-21,Austin,5.6
2023-01-17,Austin,
2023-02-23,Phoenix,17.2
2023-06-26,Austin,25.9
2023-08-20,,17.4
2023-04-10,Austin,25.1
2023-03-25,San Diego,4.8
2023-01-26,Phoenix,15.8
2023-01-12,San Diego,35.4
2023-01-20,Seattle,27.2
,Austin,21.8
2023-01-13,,28.9
2023-02-27,New York,16.3
2023-12-18,Phoenix,39.4
2023-02-19,Austin,27.0
2023-06-03,New York,8.0
2023-10-25,Phoenix,17.7
2023-06-24,Phoenix,11.1
2023-07-22,Seattle,6.4
,Seattle,0.2
2023-10-22,Seattle,12.1
2023-06-21,,33.9
2023-01-27,New York,17.7
2023-04-08,New York,32.9
2023-05-17,New York,19.5
2023-06-22,Austin,2.2
,Austin,38.0
2023-10-20,Austin,8.0
2023-06-26,San Diego,28.4
,San Diego,5.3
2023-03-10,,
2023-12-12,Phoenix,10.6
2023-06-25,Seattle,31.1
2023-09-17,New York,1.4
2023-02-23,Seattle,0.0
2023-02-26,New York,19.0
2023-09-16,Austin,39.9
2023-06-10,Phoenix,18.1
2023-07-23,New York,
2023-08-27,,4.7
2023-09-15,Austin,2.4
2023-07-22,Austin,9.3
2023-05-30,New York,39.6
2023-10-22,New York,25.3
2023-12-03,,
